nameGiven,starting_age,ending_age,career_length
Jay Carl,120,123,3
John E.,24,27,3
Francisco Manuel,27,30,3
Daniel Steven,26,29,3
Matthew Martin,26,29,3
Darrell David,26,29,3
Patrick Joseph,125,128,3
Matias,28,31,3
Ezequiel Manuel,24,27,3
Carmen Salvatore,26,29,3
Louis Steven,23,26,3
Anthony Edward,25,28,3
Silvestre,23,26,3
Michael Lee,27,30,3
Osvaldo,26,29,3
Joseph Jerome,24,27,3
Peter William,23,26,3
John,124,127,3
Lloyd Reid,126,129,3
McKay Andrew,24,27,3
Stephen Randall,26,29,3
Hee-Seop,23,26,3
Robinson David,27,30,3
Lonnie David,23,26,3
Tyler Cole,22,25,3
Chin-Feng,25,28,3
Matthew Wilkie,24,27,3
Rodney Osborne,23,26,3
Matthew Bryan,24,27,3
Jaime Magana,24,27,3
Xavier,25,28,3
James Christopher,128,131,3
Alberto,33,36,3
Peter Francis,23,26,3
Esteban Manuel Antonio,23,26,3
Juan,24,27,3
Theodore Physick,123,126,3
James Howard,123,126,3
Pedro Orlando,23,26,3
Royal Eugene,122,125,3
Herman Earl,126,129,3
Maikel Jose,22,25,3
Steven Scott,25,28,3
Bryan Richard,27,30,3
Dain Elmer,124,127,3
Brandon Allen Falker,24,27,3
Ellis,126,129,3
Martin Keith,25,28,3
Lance Levis,24,27,3
Robert Hunter,123,126,3
Michael Gus,23,26,3
Harold Louis,25,28,3
Kevin Reese,22,25,3
George David,127,130,3
Edward,25,28,3
Andrew Howard,122,125,3
Sydney Harry,128,131,3
Robert,26,29,3
James Stanley,26,29,3
Alexander Miller,24,27,3
Patrick Dennis,23,26,3
Earl Clinton,129,132,3
Donald Edward,25,28,3
Edward Trowbridge,123,126,3
Joshua Michael,25,28,3
Timothy Michael,22,25,3
Brandon Michael,24,27,3
Zachary Warren,26,29,3
Maurice Montague,121,124,3
Charles Steven,25,28,3
Walter Anderson,23,26,3
James Charles,23,26,3
Glenn Melvin,24,27,3
Collin Brannen,25,28,3
Henry Seymour,121,124,3
Scott Michael,25,28,3
Christopher Robert,33,36,3
Daniel Francis,122,125,3
John Reilly,28,31,3
Mark Franklin,27,30,3
Nathan John,22,25,3
Ryan William,24,27,3
Luther Almus,127,130,3
Jose G.,28,31,3
Edward Joseph,121,124,3
Edward Joseph,25,28,3
Richard,119,122,3
Joseph Francis,129,132,3
Joseph H.,127,130,3
Timothy Howard,24,27,3
Roy Thomas,131,134,3
James Bennett,30,33,3
Jerry C.,24,27,3
Joel Clark,20,23,3
John Kirk,24,27,3
George Allen,122,125,3
Thomas Eugene,26,29,3
Joubert Lum,121,124,3
Thomas Joseph,26,29,3
Jeffrey Scott,25,28,3
Chase Jonathan,24,27,3
Thomas James,22,25,3
Dane David,28,31,3
Steven Edward,28,31,3
Rubby Carlos,22,25,3
Randall Enrique,21,24,3
Luis Manuel,22,25,3
Lawrence Calvin,21,24,3
Justin Andrew,24,27,3
Wayland Ogden,122,125,3
Frank,22,25,3
John Henry,25,28,3
Vernon Eugene,123,126,3
Guy Paxton,131,134,3
John William,122,125,3
William Aloysius,127,130,3
Bruce Lee,124,127,3
William Garland,26,29,3
Dode,123,126,3
William Patrick,126,129,3
Clarence M.,28,31,3
Richard Stephen,27,30,3
Cesar Antonio,22,25,3
Frank Donald,125,128,3
Jack Albert,127,130,3
Arthur F.,20,23,3
Aaron James,25,28,3
Henry Acosta,23,26,3
Arnoldi Anthony,25,28,3
Charles William,122,125,3
William Albert,25,28,3
Joseph Adam,22,25,3
Michael Alan,24,27,3
Brian Reed,23,26,3
Russell Matt,25,28,3
Paul Sinnott,30,33,3
Larry Francis,124,127,3
Brian Stacy,25,28,3
Solomon Louis,26,29,3
Noble Jan,24,27,3
Daniel Richard,23,26,3
Hal Joseph,23,26,3
James Raymond,24,27,3
Louis Frank,121,124,3
Timothy Darnell,23,26,3
Keith Alan,24,27,3
Lewis L.,125,128,3
Victor Israel,23,26,3
Lloyd Arthur,128,131,3
Mark Andrew,32,35,3
James Edward,25,28,3
James H.,20,23,3
Frank Robert,24,27,3
Bernard John,123,126,3
Frank Rolland,124,127,3
Thomas Anthony,26,29,3
Elliott Estill,122,125,3
Sean Michael,26,29,3
John Craig,29,32,3
Kenneth John,24,27,3
William Howard,22,25,3
Kerry Michael,23,26,3
Arthur James,122,125,3
Gary Richard,19,22,3
David Eric,26,29,3
Matthew Scott,22,25,3
Thomas George,122,125,3
Robert Sidney,25,28,3
Elmer Lafayette,122,125,3
William H.,25,28,3
Frank Vernon,128,131,3
Liam Johnson,22,25,3
David Lee,25,28,3
Joseph Lee,28,31,3
Leroy George,126,129,3
Juan Francisco,24,27,3
Kelvin De Jesus,22,25,3
Jose Concepcion,25,28,3
Joseph,22,25,3
Daniel Ray,24,27,3
Pedro Julio Montas,20,23,3
James Francis,126,129,3
Ronald Baxter,25,28,3
Manuel Antonio,25,28,3
Carlos Enrique,21,24,3
Adrian,26,29,3
Jerry Dean,19,22,3
John David,22,25,3
Milton Giles,26,29,3
Melvin Anthony,28,31,3
Arthur William,123,126,3
William Lee,120,123,3
Irving Clinton,124,127,3
Homer Hiller Henry,126,129,3
Robert Stone,123,126,3
Erik Kristian,27,30,3
William Cicero,22,25,3
William Robert,24,27,3
William Johnston,124,127,3
Harry C.,129,132,3
Kenneth Timothy,119,122,3
John Alan,23,26,3
Howard Arthur,123,126,3
Brian Scott,23,26,3
John Samuel,19,22,3
Stephen Robert,29,32,3
Randy Scott,22,25,3
Kazuhisa,29,32,3
Akinori,28,31,3
Tadahito,31,34,3
Fermin Alexis,26,29,3
Garey Lamar,24,27,3
Arthur Charles,130,133,3
John Phillip,25,28,3
Newton Smith,124,127,3
Albert Leonard,123,126,3
Zachary Thomas,23,26,3
Michael Warren,24,27,3
Leroy Gilbert,118,121,3
Garry Arthur,22,25,3
Dane Edward,31,34,3
Kenji,30,33,3
Charlton Maxwell,26,29,3
David Austin,123,126,3
Ivan Chester,132,135,3
James Eugene,24,27,3
Lawrence Rayford,25,28,3
James Price,121,124,3
Eric John,22,25,3
Christopher Hugh,25,28,3
John Franklin,24,27,3
Benjamin Franklin,122,125,3
Walter Henry,124,127,3
William Franklin,26,29,3
James Michael,23,26,3
William Jared,26,29,3
Nathaniel P.,17,20,3
Joseph Paul,25,28,3
Charles,23,26,3
William R.,127,130,3
Roy Edward,23,26,3
Smead Powell,128,131,3
Ryan Wayne,26,29,3
Ralph Wesley,126,129,3
Ross A.,24,27,3
Ronald Glen,24,27,3
Ricardo,25,28,3
James William,125,128,3
John Francis,125,128,3
Frank Bruno,123,126,3
Alfred Edward,125,128,3
Alvin Joseph,123,126,3
Harry Lydle,127,130,3
Michael Joseph,19,22,3
Edward Lee,122,125,3
Nelson Joseph,26,29,3
Mark Andrew,25,28,3
Edward,27,30,3
Robert Griffin,24,27,3
Frank William,29,32,3
Edward Charles,20,23,3
William Joseph,124,127,3
Charles J.,21,24,3
Harold Joseph,121,124,3
Henry C.,19,22,3
Gary Everett,24,27,3
Leonard George,128,131,3
Jonathan David,26,29,3
John Clinton,24,27,3
Peter Cole,125,128,3
Robert Troxell,122,125,3
Enos Claire,128,131,3
LaRue,123,126,3
Fred Leo,26,29,3
Jason Michael,24,27,3
Elmer Edward,128,131,3
Corey Scott,25,28,3
Joseph John,125,128,3
Ronald Bernard,25,28,3
John Harold,127,130,3
Richard Allen,27,30,3
Rick Michael,25,28,3
John William,125,128,3
William Frederick,25,28,3
George Nicholas,26,29,3
Peter Michael,23,26,3
James,20,23,3
Rene George,20,23,3
Marion John,27,30,3
Alfred Anthony,122,125,3
Frederick Arthur,125,128,3
John Andrew,24,27,3
David Christian,24,27,3
Brett Russell,21,24,3
George Albert,20,23,3
Ryan Cole,24,27,3
John Paul,131,134,3
Timothy Joseph,26,29,3
Frank Herman Carl,127,130,3
Gregory Mark,28,31,3
Simeon Henry Jean,25,28,3
Brandon John,25,28,3
Richard Otto,24,27,3
Matthew Vincent,24,27,3
Robert Joseph,23,26,3
Albert Francis,122,125,3
Jonah John,122,125,3
Gregory Joseph,23,26,3
Brandon Paul,27,30,3
Hector Alexis,23,26,3
Gregory James,26,29,3
James Edward,24,27,3
Michael Henry,24,27,3
Harold Eugene,128,131,3
Leslie Elmer,125,128,3
Paul Edward,24,27,3
Dicky Angel,23,26,3
Jerry Bienvenido,22,25,3
Paul Allen,122,125,3
Robert Thomas,26,29,3
William Freeman,24,27,3
Albert Shawn,32,35,3
Harold Joseph,21,24,3
Donald Loren,24,27,3
Johnny Arthur,24,27,3
Byron Brett,24,27,3
Norwood Ringold,126,129,3
Jacob Bowman,126,129,3
Harold Lloyd,28,31,3
Francis Arthur,121,124,3
Robert Derrell,20,23,3
Bertrum Scarborough,23,26,3
Jeffrey Edward,25,28,3
Jason William,26,29,3
John Bernard,130,133,3
Brian Ernest,30,33,3
Devaris,23,26,3
Nicholas Michael,25,28,3
Kurt Moritz,124,127,3
Joseph Geroy,28,31,3
Irvin Gladstone,125,128,3
James Nathaniel,19,22,3
Ralph Conant,130,133,3
Odbert Herman,27,30,3
Bradley Richard,21,24,3
Luis Javier,26,29,3
Marvin John,126,129,3
Drannon Eugene,24,27,3
Roy Arthur,124,127,3
Jeffrey Scott,27,30,3
Eric Lynn,26,29,3
George Edwin,22,25,3
Santiago Donovan,20,23,3
Doug Wayne,21,24,3
Brandon Eric,25,28,3
Angel Moises,25,28,3
Thomas Jefferson,124,127,3
Tedd Jasper,123,126,3
William Skeen,25,28,3
Robert Louis,22,25,3
Michael Lawrence,26,29,3
Samuel,127,130,3
Dean Charles,29,32,3
Joshua Isaiah,24,27,3
Loy Vernon,122,125,3
Gerald Ellis,23,26,3
Richard Allen,22,25,3
William Womble,26,29,3
Jeremiah Peter,22,25,3
Thomas William,24,27,3
Charles Byron,30,33,3
Anthony James,29,32,3
Cornelius Francis,126,129,3
Jeremy Joseph,26,29,3
Robert Michael,24,27,3
Edward Paul,26,29,3
Samuel Scott,128,131,3
Paul Clarence,127,130,3
Louis Henry,122,125,3
Michael Bruce,26,29,3
Bruce Alan,26,29,3
John Francis,123,126,3
Alexander,23,26,3
Terry Lane,22,25,3
Charles J.,21,24,3
Rikkert,24,27,3
Paul Tyrrell,25,28,3
William James,27,30,3
Daniel Andres,24,27,3
James Leroy,128,131,3
Timothy Joseph,24,27,3
Nathan Edward,21,24,3
James Gerhard,27,30,3
Edgmer Eduarado,24,27,3
Felix Eduardo,23,26,3
Eduardo Jose,22,25,3
Brian James,28,31,3
Russell Edison,130,133,3
William James,123,126,3
Michael Terry,25,28,3
Thomas John,23,26,3
Everett Joseph,125,128,3
John Edward,26,29,3
Robert Franciscus,26,29,3
Michael Lewis,25,28,3
Michael Donald,27,30,3
David Delmer,24,27,3
David Louis,28,31,3
Harold William,130,133,3
George William,124,127,3
Barry Ryan,24,27,3
Jewel Winklemeyer,133,136,3
John Logan,24,27,3
Theodore Henry,23,26,3
Timothy Shawn,30,33,3
John Norman,24,27,3
Joseph Chester,123,126,3
William Aloysius,129,132,3
Eric Hollis,29,32,3
Alan Kim,24,27,3
Pedro Alexander,25,28,3
Silton Ray,26,29,3
Patrick Joseph,31,34,3
David Alan,22,25,3
Todd B.,25,28,3
Ray James,129,132,3
Hanley,24,27,3
Marion John,29,32,3
Daniel Sebastian,22,25,3
Eric Joseph,26,29,3
Sean Patrick,22,25,3
Philip Joseph,124,127,3
Michael Dwain,26,29,3
Alan Mitchell Edward George Patrick Henry,25,28,3
Robert Collins,24,27,3
Charles Roderick,25,28,3
Frank Harold,124,127,3
Franklin Ray,25,28,3
Arthur Junior,23,26,3
Robert Ford,128,131,3
Jeffrey Scott,27,30,3
Christopher Coleman,22,25,3
Robert Norton,127,130,3
Alfred W.,23,26,3
Harry Lambert,126,129,3
Walter Paul,124,127,3
Robert Henry,28,31,3
Cory Nathanial,25,27,2
Charles Cason,126,128,2
William J.,24,26,2
William M.,22,24,2
Steven A.,25,27,2
Ralph,24,26,2
Miguel Angel,20,22,2
John Richard,29,31,2
Kenneth Harlin,126,128,2
Kason Ronald,24,26,2
Jason Joseph,26,28,2
Christopher Wren,22,24,2
Julian Edward,27,29,2
Telmanch,25,27,2
Brent Allen,24,26,2
Harold Dennis,125,127,2
John Christopher,27,29,2
Freddy Jose,23,25,2
Avisail Antonio,21,23,2
Harry Koch,123,125,2
Charles Thomas,129,131,2
Christian Louis Patrick,25,27,2
William Edward,125,127,2
John Edmond,131,133,2
Kevin Albert Francis,26,28,2
Raphael,25,27,2
Samuel Douglas,25,27,2
James Emerson,22,24,2
Jesse William,23,25,2
Ronald Joel,26,28,2
Jose Carlos,29,31,2
Gilberto,25,27,2
Cornelius Francis Xavier,19,21,2
John Anthony,127,129,2
Roy,25,27,2
Steven Eugene,25,27,2
August G.,127,129,2
Bartolome,30,32,2
Eugene Matthew,124,126,2
Eugene Raybold,132,134,2
Robert Daniel,24,26,2
Angelo Benjamin,26,28,2
Jacob David,25,27,2
John Daniel,24,26,2
Harry Lewis,30,32,2
Herbert Glenn,128,130,2
James Russell,22,24,2
Lee Constantine,29,31,2
Robert E.,127,129,2
George Henderson,126,128,2
Edward Michael,27,29,2
Marshall Lynn,29,31,2
Wayne Maurice,25,27,2
Brandon Michael,25,27,2
Thomas Francis,30,32,2
Homer Estell,127,129,2
John Franklin,133,135,2
Bobby Lamar,25,27,2
Vaughn Michael,26,28,2
Horacio,24,26,2
Sergio Luis,25,27,2
John Edward,28,30,2
Cody Allen,26,28,2
Major Kerby,130,132,2
Floyd Haskell,124,126,2
Monty Ted,24,26,2
Steven James,25,27,2
Irving,29,31,2
Jeurys,23,25,2
Chester Emanuel,120,122,2
Edward Joseph,123,125,2
Jose Mayobanex,25,27,2
Edward Henry,126,128,2
Edward F.,26,28,2
Ryan Edward,26,28,2
Pedro Jose,27,29,2
Thomas Samuel,24,26,2
Michael Anthony,27,29,2
Stephen J.,26,28,2
John Proctor,26,28,2
Herman Adam,124,126,2
Jeffrey Thomas,24,26,2
Charles Edward,26,28,2
Bryce Aron Max,20,22,2
John George,28,30,2
John Thomas,25,27,2
Donald,24,26,2
William Thomas,26,28,2
James Vernon,26,28,2
Jay Nelson,26,28,2
James Harrison,129,131,2
John Joseph,123,125,2
Devern Brandon,28,30,2
Robert Joseph,26,28,2
Howard Lawrence,26,28,2
Jason Robert,25,27,2
Jed Ramon,25,27,2
Joseph Lionel White,123,125,2
Hernando Petrocelli,24,26,2
William Taylor,28,30,2
James Henry,127,129,2
Franklin Pierce,126,128,2
William Woodrow,130,132,2
Kevin Richard,25,27,2
Roy Thomas,25,27,2
Ervin King,121,123,2
Joseph Frederick,123,125,2
William Louis,30,32,2
Clyde Melno,127,129,2
Raymond Alton,25,27,2
William Victor,22,24,2
Wynn Firth,24,26,2
Blake Edward,26,28,2
Robert David,26,28,2
Robert Julius,25,27,2
Ernest William,125,127,2
Howard Hoffman,124,126,2
Giomar Antonio,25,27,2
Bradford Alexander,23,25,2
William E.,22,24,2
Kent William,24,26,2
Matthew Donald,27,29,2
Raymond Timothy,124,126,2
Donald Thomas,27,29,2
Glen Edward,25,27,2
Anthony Robert,22,24,2
Andrew Richard,24,26,2
Lee Currin,125,127,2
Miguel Angel,28,30,2
Luis Alberto,25,27,2
Marwin Javier,23,25,2
William James,125,127,2
Daniel Jay,25,27,2
Yasmani,24,26,2
Henry Eckhard,124,126,2
James Charles,124,126,2
Reginald John,125,127,2
Mark Anthony,27,29,2
Richard Benjamin,27,29,2
William Denton,131,133,2
Richard Ray,25,27,2
Brian Keith,18,20,2
Edward,22,24,2
Kenneth William,26,28,2
Bartholomew Joseph,126,128,2
Frank Wesley,20,22,2
Ivy Moore,123,125,2
Mariekson Julius,22,24,2
Lewis Edward,121,123,2
John-Ford David,26,28,2
Denver Clarence,122,124,2
Myron Frederick,130,132,2
Justin Scott,24,26,2
James Edward,121,123,2
Jacob John,22,24,2
Louis Wilhelm,126,128,2
Harold Kenneth,25,27,2
John Michael,22,24,2
Joseph Oscar,127,129,2
Daniel Joshua,30,32,2
Floyd George,130,132,2
George Lloyd,128,130,2
Thomas J.,22,24,2
Grant,126,128,2
Franklin T.,22,24,2
Angel Manuel,26,28,2
Patrick Alexander,25,27,2
Charles Francis,27,29,2
John Peter,126,128,2
Yan,25,27,2
Daniel Ralph,125,127,2
Keith Harris,26,28,2
Joseph Paul,125,127,2
Joshua Mercer,26,28,2
Elton,126,128,2
Thomas Charles,27,29,2
Jeffrey David,26,28,2
Thomas Kevin,28,30,2
Frank,121,123,2
Otis Samuel,126,128,2
Brandon J.,24,26,2
Jerald Hal,27,29,2
Cedric Bernard,28,30,2
Joseph Butler,22,24,2
John Albert,31,33,2
Kenneth Harold,18,20,2
Charles Benton,21,23,2
Charles Walter,125,127,2
William Gustave James,25,27,2
Marcel Ernest,28,30,2
Joseph Joseph,126,128,2
Thomas Joseph,23,25,2
August H.,22,24,2
Michael,29,31,2
Timothy Mark,25,27,2
Norbert George,124,126,2
William F.,23,25,2
Thornton John,25,27,2
Michael Andrew,122,124,2
William Francis,24,26,2
Justin Joseph,24,26,2
Eric James,27,29,2
Joseph Robert,30,32,2
Wallace Luther,124,126,2
Kurt David,25,27,2
Richard Finlay,120,122,2
Peter John,23,25,2
Nicholas Nicholie,18,20,2
Thomas R.,26,28,2
Ronald Lee,23,25,2
Joseph James,126,128,2
Joseph William,24,26,2
Curt Gerrard,25,27,2
Gregory Charles,25,27,2
Munenori,31,33,2
Kurt David,25,27,2
John Francis,27,29,2
William,20,22,2
Dallas,24,26,2
Sam,22,24,2
Richard Lee,22,24,2
Jason Ashley,26,28,2
Kevin Ray,24,26,2
Curtis Albert,27,29,2
Walter Henry,25,27,2
Clyde Donald,20,22,2
Roderick Edwin,28,30,2
Erving Leslie,122,124,2
Ryan Jason,25,27,2
Thomas Frederick,21,23,2
Sherman Jarvis,25,27,2
Steven Howell,26,28,2
James Richard,26,28,2
Orville Edwin,127,129,2
Alfornia,24,26,2
Brandon Lamon,24,26,2
Carroll Elmer,123,125,2
Elijah Albert,125,127,2
Oscar Lafayette,124,126,2
Nathan Andrew,26,28,2
Ronald David,26,28,2
Randall Stuart,22,24,2
Randall Glenn,26,28,2
Tyler James,24,26,2
Victor Oscar,124,126,2
John Gottfred,24,26,2
Joseph Richard,24,26,2
William Jeffrey,25,27,2
Richard Henry,28,30,2
Dustin Robert,27,29,2
Luke Trevor,26,28,2
Michael F.,22,24,2
Travis Wade,26,28,2
Emil Hugo,123,125,2
David Blain,26,28,2
Thomas Carr,30,32,2
Willard Mitchell,28,30,2
Michael Butler,24,26,2
Andrew Scott,22,24,2
Jeremiah Joseph,26,28,2
Jonathan,26,28,2
Edwin Amilgar,25,27,2
Berthold Juneau,122,124,2
Wayne Tyrone,26,28,2
Christian,28,30,2
Joseph,125,127,2
Benjamin Richard,23,25,2
Dennis Sean,26,28,2
Benjamin Franklin,127,129,2
Charles W.,28,30,2
Jeremy Michael,26,28,2
Oscar Theodore,126,128,2
Elmer E.,27,29,2
James Allen,25,27,2
Robert Joseph,128,130,2
Paul Henry,123,125,2
William Booth,122,124,2
Norris Stephen,27,29,2
Kenneth Douglass,20,22,2
Michael Frederic,23,25,2
Waldis,23,25,2
Adam Bryant,22,24,2
Arthur Henry,121,123,2
Benjamin Joseph,24,26,2
Bobby Earl,22,24,2
George Howard,127,129,2
Gregory Bernard,24,26,2
Daniel Lee,25,27,2
Stephen Chadwick,25,27,2
William Christian,123,125,2
Jason Cory,27,29,2
Charles Herbert,121,123,2
Gerald Joseph,24,26,2
William L.,123,125,2
Forrest Vandergrift,29,31,2
Christopher James,31,33,2
Ryota,31,33,2
Jose Antonio,21,23,2
Hisashi,31,33,2
Daryl Keith,26,28,2
Brett Elliott,24,26,2
George Christopher,129,131,2
William Frederick,131,133,2
James Scott,124,126,2
Jeffrey Owen,24,26,2
Brock Wyatt,24,26,2
Wallace James,125,127,2
John Bernard,125,127,2
James Micah,28,30,2
Jamie Richard,25,27,2
Stewart Edward,131,133,2
Jerome O'Bryan,22,24,2
John Bryan,25,27,2
Calvin Grey,25,27,2
Edward Hicks,125,127,2
Joseph Francis,121,123,2
Robert Clyde,129,131,2
Jesse Terrill,128,130,2
Hunter Benjamin,124,126,2
William Edward,29,31,2
James Robert,122,124,2
Edward Russell,27,29,2
Jason Michael,24,26,2
Clarence Clemet,127,129,2
Steven Douglas,25,27,2
John Eric,26,28,2
Thomas Lee,23,25,2
Brett,25,27,2
Wilson,23,25,2
Diory,25,27,2
Robert Edward,19,21,2
Earn Albert,126,128,2
Pedro Michel,23,25,2
Kenneth David,25,27,2
Elian,27,29,2
Christopher Ryan,25,27,2
Frank Joseph,26,28,2
Willard McKee,128,130,2
James Duffy,30,32,2
Benjamin John,23,25,2
Eric James,24,26,2
Alfred Michael,33,35,2
Edward John,26,28,2
Hugh Joseph,128,130,2
Christopher John,31,33,2
Adeiny,23,25,2
Juan Ramon,23,25,2
Patrick William,124,126,2
Jason Thomas,26,28,2
Thomas J.,124,126,2
Sean Robert,26,28,2
Rafael Jose,23,25,2
Patrick Neal,27,29,2
Daniel John,25,27,2
George Woodrow,128,130,2
Michael Wayne,23,25,2
Andrew Lee,25,27,2
Glenelg Edward,25,27,2
George Henry,24,26,2
Jorge,25,27,2
John Reed,26,28,2
Charles,122,124,2
Jacob Tanner,25,27,2
Joselo Soriano,26,28,2
Leo Louis,127,129,2
Paul Franklin,21,23,2
Matthew Brian,23,25,2
Scott Michael,25,27,2
James Bernard,26,28,2
Elijah David,23,25,2
Thomas Jerome,24,26,2
Thomas Kendall,127,129,2
Samuel Harrison,26,28,2
William Clayton,123,125,2
Logan Gaffney,123,125,2
James Brian,25,27,2
William Joseph,119,121,2
Thomas Joseph,24,26,2
Darin Burton,28,30,2
David Barclay,22,24,2
Carl Robert,24,26,2
Blaine Alphonsus,121,123,2
Luis A.,23,25,2
Andrew Jackson,18,20,2
Vernon Van Duke,123,125,2
Augustus Joseph,130,132,2
Scott Allen,26,28,2
John Francis,124,126,2
Joshua Wayne,26,28,2
Gordon Hugh,122,124,2
Adam Cory,24,26,2
Gary Louis,25,27,2
Samuel Isaac,24,26,2
Kenneth Logan,26,28,2
Arthur Joseph,125,127,2
Fausto Santiago,22,24,2
Frank Patrick,121,123,2
Richard Steven,28,30,2
Peter Joel,24,26,2
Anthony Paul,127,129,2
William,21,23,2
Jordan Cooper,26,28,2
Joseph John,22,24,2
William James,124,126,2
Benjamin Baldy,128,130,2
Charles Edward,23,25,2
Jack Patrick,24,26,2
Charles Henry,28,30,2
Korwin Jay,24,26,2
Samuel Vincent,25,27,2
Enerio,25,27,2
Joseph Nicholas,132,134,2
Michael Curtis,23,25,2
Robert Jack,24,26,2
William Henry,25,27,2
Patrick Leonard,24,26,2
Sefat Farid Yu,26,28,2
Andre Anter,26,28,2
William Simpson,122,124,2
Joseph Jonathan,23,25,2
George Washington,23,25,2
David Lawrence,23,25,2
Robert Edward,25,27,2
Gerald Edward,25,27,2
Lawrence Columbus,121,123,2
Joseph Thomas,31,33,2
Trench Neal,25,27,2
William Joseph,25,27,2
Fritzie Lee,25,27,2
William F.,23,25,2
Richard Butler,20,22,2
Joseph Harrison,124,126,2
James Joseph,25,27,2
Sherman Stanley,26,28,2
Timothy Hugh,27,29,2
Eugene Louis,123,125,2
Edwin Josue,19,21,2
Ronald Douglas,26,28,2
Charles Howard,123,125,2
Mark Mundell,24,26,2
Harvey Louis,122,124,2
Fernando,24,26,2
Shane Jeremy,24,26,2
James Marion,26,28,2
Edward Thomas,125,127,2
Howard Oliver,123,125,2
Frederick William Hotchkiss,33,35,2
Daniel Thomas,21,23,2
Pasqual,23,25,2
Eugene,129,131,2
David Raymond,24,26,2
Alta Albert,123,125,2
Vincent Norman,25,27,2
Edgard Alexis Velazquez,23,25,2
Clement Lambert,128,130,2
Danny,23,25,2
Jeffrey Darrin,24,26,2
Kenneth Brian,22,24,2
Edgar George,118,120,2
Buck,24,26,2
William Henry,129,131,2
Michael Peter,27,29,2
Vincent Charles,126,128,2
Elio,24,26,2
Robert Michael,21,23,2
Adron Lamar,25,27,2
Albert Eugene,22,24,2
Yoenis,27,29,2
Floyd John,26,28,2
Scott Michael,24,26,2
Italo Vincent,121,123,2
Robinson,26,28,2
Wei-Yin,27,29,2
Joseph,25,27,2
Raymond,127,129,2
Harry Perry,21,23,2
Bert Edgar,127,129,2
John Curtis,31,33,2
William Fred,123,125,2
Nelson Boyd,25,27,2
Robert Charles,23,25,2
Loyd Eugene,126,128,2
Clarence Nottingham,27,29,2
Anthony Michael,23,25,2
Robert Suter,24,26,2
Andrew Lee,28,30,2
Carter Lewis,22,24,2
Bartholomew L.,28,30,2
Ramon,24,26,2
Cecil Bradford Patrick,125,127,2
